Module,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_startTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_stopTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalTime
RSUExampleScenario.node[542].veinsmobility,18.6204,0,27080.5,27169.5,234.668,775.355,88.5
RSUExampleScenario.node[402].veinsmobility,15.3958,0,27059.5,27170,225.445,697.11,110
RSUExampleScenario.node[349].veinsmobility,16.25,0,27052,27170.5,263.187,947.862,118
RSUExampleScenario.node[942].veinsmobility,21.25,6.9,27139,27171,136.554,475.693,31.5
RSUExampleScenario.node[360].veinsmobility,15.0988,0,27053.5,27171,234.333,747.702,117
RSUExampleScenario.node[592].veinsmobility,19.25,0,27088.5,27171,213.251,779.838,82
RSUExampleScenario.node[625].veinsmobility,15.585,0,27092.5,27171.5,180.107,694.864,78.5
RSUExampleScenario.node[59].veinsmobility,15.65,0,27011.5,27171.5,337.163,1091.75,159.5
RSUExampleScenario.node[550].veinsmobility,15.25,0,27081.5,27171.5,220.815,900.504,89.5
RSUExampleScenario.node[229].veinsmobility,21,0,27035,27172,346.027,985.013,136.5
RSUExampleScenario.node[583].veinsmobility,19.25,0,27087,27172,218.763,789.514,84.5
RSUExampleScenario.node[626].veinsmobility,19.2547,0,27092.5,27172,212.95,783.541,79
RSUExampleScenario.node[606].veinsmobility,20.7918,0.00112975,27090,27172,227.553,779.908,81.5
RSUExampleScenario.node[33].veinsmobility,18.5138,0,27006.5,27172.5,406.848,1420.55,165.5
RSUExampleScenario.node[361].veinsmobility,16.1141,0,27053.5,27173,227.909,694.975,119
RSUExampleScenario.node[953].veinsmobility,22.1242,6.63125,27141,27173,141.791,482.417,31.5
RSUExampleScenario.node[368].veinsmobility,18.5,0,27054.5,27173,283.189,975.45,118
RSUExampleScenario.node[365].veinsmobility,18.8898,0,27054.5,27173.5,265.482,863.056,118.5
RSUExampleScenario.node[448].veinsmobility,16.25,0,27067,27173.5,232.404,697.75,106
RSUExampleScenario.node[241].veinsmobility,17.0438,0,27036.5,27173.5,313.657,1094,136.5
RSUExampleScenario.node[323].veinsmobility,18.382,0,27048,27173.5,376.507,1315.3,125
RSUExampleScenario.node[376].veinsmobility,18.5591,0,27055.5,27174,300.606,977.552,118
RSUExampleScenario.node[363].veinsmobility,16.3792,0,27053.5,27174,265.816,675.231,120
RSUExampleScenario.node[25].veinsmobility,17.9163,0,27005,27174,423.017,1316.37,168.5
RSUExampleScenario.node[621].veinsmobility,18.9687,0,27092,27174,224.176,785.217,81.5
RSUExampleScenario.node[166].veinsmobility,17.0761,0,27025.5,27174.5,325.748,938.896,148.5
RSUExampleScenario.node[562].veinsmobility,15.85,0,27084,27174.5,220.739,756.478,90
RSUExampleScenario.node[328].veinsmobility,16.7706,0,27048.5,27174.5,277.535,689.623,125.5
RSUExampleScenario.node[686].veinsmobility,18,0.408078,27100.5,27174.5,195.971,769.07,73.5
RSUExampleScenario.node[624].veinsmobility,16.25,0,27092,27174.5,225.7,906.662,82
RSUExampleScenario.node[1009].veinsmobility,16.6082,5.05,27149,27175,84.5499,333.832,25.5
RSUExampleScenario.node[98].veinsmobility,19.65,0,27016.5,27175,406.677,1297.83,158
RSUExampleScenario.node[961].veinsmobility,21.25,6.71623,27142,27175.5,146.037,485.212,33
RSUExampleScenario.node[518].veinsmobility,17.8617,0,27076.5,27175.5,239.319,680.123,98.5
RSUExampleScenario.node[26].veinsmobility,16.9,0,27005.5,27175.5,366.291,1128.73,169.5
RSUExampleScenario.node[698].veinsmobility,18.9769,0.229408,27102.5,27176,210.579,783.138,73
RSUExampleScenario.node[131].veinsmobility,19.2535,0,27021,27176,396.732,1295.87,154.5
RSUExampleScenario.node[596].veinsmobility,18.9276,0,27089,27176,218.125,788.583,86.5
RSUExampleScenario.node[703].veinsmobility,16.25,0,27103,27176.5,193.099,693.979,73
RSUExampleScenario.node[541].veinsmobility,15.9729,0,27080.5,27176.5,239.981,753.192,95.5
RSUExampleScenario.node[675].veinsmobility,16.1139,0,27098.5,27176.5,218.374,899.152,77.5
RSUExampleScenario.node[679].veinsmobility,19.214,0,27099.5,27177,207.448,765.139,77
RSUExampleScenario.node[600].veinsmobility,15.9861,0,27089.5,27177,229.285,843.223,87
RSUExampleScenario.node[422].veinsmobility,20.65,0,27062.5,27177.5,312.652,977.595,114.5
RSUExampleScenario.node[449].veinsmobility,19.3482,0,27067,27177.5,294.484,978.348,110
RSUExampleScenario.node[142].veinsmobility,16.25,0,27022.5,27177.5,358.945,1125.69,154.5
RSUExampleScenario.node[750].veinsmobility,19.1569,0,27108.5,27177.5,205.377,765.752,68.5
RSUExampleScenario.node[739].veinsmobility,15,0,27107.5,27178,168.307,575.621,70
RSUExampleScenario.node[260].veinsmobility,19.25,0,27039,27178,364.564,1294.11,138.5
RSUExampleScenario.node[749].veinsmobility,16.25,0,27108.5,27178.5,190.707,690.939,69.5
RSUExampleScenario.node[762].veinsmobility,19.25,0,27110.5,27178.5,202.739,775.345,67.5
RSUExampleScenario.node[181].veinsmobility,16.25,0,27027.5,27179,285.306,766.617,151
RSUExampleScenario.node[438].veinsmobility,19.6592,0,27065,27179,316.628,989.788,113.5
RSUExampleScenario.node[632].veinsmobility,15.4807,0,27093.5,27179,209.422,748.702,85
RSUExampleScenario.node[644].veinsmobility,17.0375,0,27094.5,27179.5,219.535,753.41,84.5
RSUExampleScenario.node[585].veinsmobility,16.4171,0,27087.5,27179.5,260.717,873.205,91.5
RSUExampleScenario.node[695].veinsmobility,18,0,27102,27180,200.103,781.657,77.5
RSUExampleScenario.node[464].veinsmobility,15.6693,0,27069,27180.5,254.59,755.224,111
RSUExampleScenario.node[772].veinsmobility,19.25,0,27112.5,27181,207.253,783.744,68
RSUExampleScenario.node[711].veinsmobility,18.8163,0,27104,27181,216.52,779.535,76.5
RSUExampleScenario.node[469].veinsmobility,20.25,0,27070,27181.5,289.549,868.536,111
RSUExampleScenario.node[634].veinsmobility,16.25,0,27093.5,27181.5,215.346,694.124,87.5
RSUExampleScenario.node[705].veinsmobility,15.0563,0,27103,27181.5,208.509,908.027,78
RSUExampleScenario.node[696].veinsmobility,16.6492,0,27102,27181.5,229.762,945.856,79
RSUExampleScenario.node[768].veinsmobility,19.1337,0,27112,27182.5,207.715,772.224,70
RSUExampleScenario.node[796].veinsmobility,19.25,0,27117,27182.5,196.203,766.188,65
RSUExampleScenario.node[828].veinsmobility,19.25,0.681083,27121,27183.5,192.824,767.707,62
RSUExampleScenario.node[778].veinsmobility,19.0378,0,27113.5,27183.5,208.139,781.602,69.5
RSUExampleScenario.node[966].veinsmobility,15.8529,5.5,27143,27184,122.675,490.754,40.5
RSUExampleScenario.node[155].veinsmobility,16.3624,0,27024,27184,400.14,1140.29,159.5
RSUExampleScenario.node[495].veinsmobility,15.0988,0,27073,27184.5,220.21,694.453,111
RSUExampleScenario.node[809].veinsmobility,19.7027,2.49763,27119,27184.5,198.937,782.716,65
RSUExampleScenario.node[736].veinsmobility,16.25,0,27107.5,27185,200.222,681.188,77
RSUExampleScenario.node[1066].veinsmobility,17.2996,5.02006,27159,27185,86.2873,334.904,25.5
RSUExampleScenario.node[475].veinsmobility,16.3403,0,27071,27185,230.801,489.891,113.5
RSUExampleScenario.node[657].veinsmobility,16.1839,0,27095.5,27185,246.287,935.122,89
RSUExampleScenario.node[190].veinsmobility,15.0912,0,27029,27185.5,280.459,748.577,156
RSUExampleScenario.node[724].veinsmobility,15,0,27106,27185.5,198.724,747.255,79
RSUExampleScenario.node[840].veinsmobility,18.7289,1.31337,27123,27185.5,201.37,779.549,62
RSUExampleScenario.node[640].veinsmobility,15.8606,0,27094,27186.5,208.751,706.074,92
RSUExampleScenario.node[230].veinsmobility,16.25,-0.182714,27035,27186.5,362.494,1149.66,151
RSUExampleScenario.node[138].veinsmobility,19.9053,0,27022,27187,317.416,687.352,164.5
RSUExampleScenario.node[891].veinsmobility,18.75,3.16555,27131.5,27187.5,185.574,659.598,55.5
RSUExampleScenario.node[842].veinsmobility,15.65,5.15551,27124,27187.5,182.89,747.11,63
RSUExampleScenario.node[545].veinsmobility,15.5,0,27081,27187.5,224.485,482.242,106
RSUExampleScenario.node[852].veinsmobility,18.1204,3.83773,27125.5,27187.5,172.979,770.367,61.5
RSUExampleScenario.node[859].veinsmobility,18,3.1046,27126.5,27188.5,188.449,775.639,61.5
RSUExampleScenario.node[870].veinsmobility,19.3578,2.12909,27128,27188.5,182.409,779.868,60
RSUExampleScenario.node[225].veinsmobility,20.4754,0,27034.5,27189.5,314.705,679.882,154.5
RSUExampleScenario.node[652].veinsmobility,16.3601,-1.60066,27095.5,27189.5,207.454,491.273,93.5
RSUExampleScenario.node[874].veinsmobility,16.25,6.08318,27128.5,27190,177.757,750.836,61
RSUExampleScenario.node[900].veinsmobility,18.3877,4.68809,27132,27190,186.306,778.007,57.5
RSUExampleScenario.node[274].veinsmobility,15.0958,0,27040.5,27190.5,305.147,893.884,149.5
RSUExampleScenario.node[412].veinsmobility,19.25,0,27061,27190.5,382.44,1312.46,129
RSUExampleScenario.node[908].veinsmobility,18.1142,4.69592,27134,27190.5,176.253,768.309,56
RSUExampleScenario.node[932].veinsmobility,18.6687,4.35112,27137,27191,187.744,744.713,53.5
RSUExampleScenario.node[608].veinsmobility,16.25,-2.43091,27090.5,27191.5,217.789,489.566,100.5
RSUExampleScenario.node[916].veinsmobility,19.2993,4.79568,27135,27191.5,201.734,776.443,56
RSUExampleScenario.node[937].veinsmobility,18.8988,5.73432,27138,27192,184.422,776.272,53.5
RSUExampleScenario.node[298].veinsmobility,15.5962,0,27044.5,27192.5,298.055,759.033,147.5
RSUExampleScenario.node[240].veinsmobility,20.6021,0,27036.5,27192.5,324.553,685.015,155.5
RSUExampleScenario.node[1201].veinsmobility,9.1119,5.6,27178.5,27193,27.8822,112.113,14
RSUExampleScenario.node[757].veinsmobility,16.3161,0,27110,27193,193.645,485.97,82.5
RSUExampleScenario.node[414].veinsmobility,19.8313,0,27061.5,27193.5,309.567,693.048,131.5
RSUExampleScenario.node[246].veinsmobility,15.0911,0,27037,27194,294.602,754.11,156.5
RSUExampleScenario.node[810].veinsmobility,16.25,1.70506,27119,27194,221.121,880.79,74.5
RSUExampleScenario.node[746].veinsmobility,15.917,0,27108.5,27195,183.946,489.633,86
RSUExampleScenario.node[285].veinsmobility,20.8486,0,27042.5,27196,324.332,682.356,153
RSUExampleScenario.node[928].veinsmobility,18,4.31265,27136.5,27196,182.217,784.503,59
RSUExampleScenario.node[997].veinsmobility,18.531,6.9,27147.5,27196,175.181,770.622,48
RSUExampleScenario.node[801].veinsmobility,15.8581,3.02564,27118,27196,212.837,899.475,77.5
RSUExampleScenario.node[826].veinsmobility,16.2022,0,27121,27196.5,164.889,488.919,75
RSUExampleScenario.node[383].veinsmobility,16.25,0,27056.5,27197.5,278.534,759.595,140.5
RSUExampleScenario.node[735].veinsmobility,16.25,0,27107,27197.5,207.753,631.301,90
RSUExampleScenario.node[572].veinsmobility,18,0,27086,27198,293.964,970.199,111.5
RSUExampleScenario.node[366].veinsmobility,16.25,0,27054.5,27198,333.665,1106.65,143
RSUExampleScenario.node[279].veinsmobility,20.3925,0,27041.5,27198,308.295,680.688,156
RSUExampleScenario.node[1031].veinsmobility,20.0859,6.9,27152.5,27198.5,189.099,762.958,45.5
RSUExampleScenario.node[665].veinsmobility,15.2724,0,27096.5,27199,243.45,780.464,102
RSUExampleScenario.node[865].veinsmobility,16.75,0,27127.5,27199,219.775,754.55,71
RSUExampleScenario.node[82].veinsmobility,16.25,0,27015,27200,326.917,642.953,184.5
RSUExampleScenario.node[830].veinsmobility,15.5,0,27121.5,27200,173.698,486.429,78
RSUExampleScenario.node[1027].veinsmobility,18.075,6.9,27151.5,27200,168.312,772.877,48
RSUExampleScenario.node[848].veinsmobility,15.6478,0.45311,27125,27201,207.372,755.361,75.5
RSUExampleScenario.node[893].veinsmobility,16.3409,6.18188,27131.5,27201,206.299,858.297,69
RSUExampleScenario.node[877].veinsmobility,16.0743,0,27129,27202,161.056,488.016,72.5
RSUExampleScenario.node[394].veinsmobility,19.0183,0,27058,27202.5,285.647,678.96,144
RSUExampleScenario.node[934].veinsmobility,16.0795,0,27137.5,27203.5,158.29,491.581,65.5
RSUExampleScenario.node[104].veinsmobility,17.4495,0,27017,27204,436.971,1393.26,186.5
RSUExampleScenario.node[91].veinsmobility,16.7769,0,27015.5,27204,437.537,1349.74,188
RSUExampleScenario.node[354].veinsmobility,22.0292,0,27052.5,27204,382.449,1096.11,151
RSUExampleScenario.node[677].veinsmobility,19.3758,0,27099.5,27204,259.674,674.498,104
RSUExampleScenario.node[65].veinsmobility,19.25,0,27012,27204.5,483.195,1561.15,192
RSUExampleScenario.node[66].veinsmobility,18.2373,0,27012,27205,522.708,1718.54,192.5
RSUExampleScenario.node[1034].veinsmobility,16.3283,-0.98755,27153.5,27205,137.927,485.69,51
RSUExampleScenario.node[167].veinsmobility,16.4584,0,27025.5,27205.5,442.628,1289.11,179.5
RSUExampleScenario.node[747].veinsmobility,20.3872,0,27108.5,27206,253.599,680.29,97
RSUExampleScenario.node[163].veinsmobility,20.1594,0,27025,27206,471.386,1547.94,180.5
RSUExampleScenario.node[129].veinsmobility,16.25,0,27021,27206.5,444.051,1322.32,185
RSUExampleScenario.node[231].veinsmobility,21.25,0,27035,27206.5,394.273,1100.15,171
RSUExampleScenario.node[927].veinsmobility,16.9,0,27136.5,27206.5,165.277,491.941,69.5
RSUExampleScenario.node[46].veinsmobility,19.5,0,27008,27206.5,511.428,1555.86,198
RSUExampleScenario.node[342].veinsmobility,19.4,0,27050.5,27206.5,444.515,1552.27,155.5
RSUExampleScenario.node[776].veinsmobility,15.982,0,27113,27207,239.873,750.614,93.5
RSUExampleScenario.node[487].veinsmobility,16.25,0,27072,27207,264.471,685.64,134.5
RSUExampleScenario.node[510].veinsmobility,17.5,0,27075.5,27207,275.463,692.728,131
RSUExampleScenario.node[428].veinsmobility,15,0,27064,27207.5,271.506,673.955,143
RSUExampleScenario.node[330].veinsmobility,18.0185,0,27049,27208,337.676,989.369,158.5
RSUExampleScenario.node[358].veinsmobility,16.25,0,27053,27208.5,323.193,891.509,155
RSUExampleScenario.node[544].veinsmobility,15.8125,0,27080.5,27208.5,291.626,893.425,127.5
RSUExampleScenario.node[200].veinsmobility,18.5014,0,27031,27208.5,435.026,1569.29,177
RSUExampleScenario.node[936].veinsmobility,15.2785,0,27138,27209,194.06,761.114,70.5
RSUExampleScenario.node[477].veinsmobility,15.4075,-1.68625,27071,27209,255.731,676.307,137.5
RSUExampleScenario.node[516].veinsmobility,15.8467,0,27076,27209,262.875,665.915,132.5
RSUExampleScenario.node[377].veinsmobility,16.25,0,27056,27209,273.565,635.304,152.5
RSUExampleScenario.node[1040].veinsmobility,15.2878,1.38598,27154,27209,136.85,502.707,54.5
RSUExampleScenario.node[839].veinsmobility,17.75,0,27123,27209.5,220.349,679.387,86
RSUExampleScenario.node[384].veinsmobility,17.9668,0,27057,27209.5,333.065,988.44,152
RSUExampleScenario.node[93].veinsmobility,19.4,0,27016,27210,485.312,1574.1,193.5
RSUExampleScenario.node[611].veinsmobility,15.7608,0,27090.5,27210.5,234.848,672.792,119.5
RSUExampleScenario.node[1021].veinsmobility,15.6411,0,27151,27210.5,136.272,495.205,59
RSUExampleScenario.node[369].veinsmobility,18,0,27054.5,27211,330.173,930.036,156
RSUExampleScenario.node[549].veinsmobility,15.5,0,27081.5,27211,249.312,655.077,129
RSUExampleScenario.node[486].veinsmobility,16.2432,0,27072,27211,275.301,660.851,138.5
RSUExampleScenario.node[390].veinsmobility,16.3222,0,27057.5,27212.5,278.986,633.349,154.5
RSUExampleScenario.node[617].veinsmobility,15.3643,0,27091,27212.5,233.288,697.686,121
RSUExampleScenario.node[249].veinsmobility,17.5,0,27037.5,27212.5,389.663,1150.56,174.5
RSUExampleScenario.node[570].veinsmobility,16.514,0,27085.5,27213,251.955,619.093,127
RSUExampleScenario.node[681].veinsmobility,18,0,27099.5,27214,277.925,933.42,114
RSUExampleScenario.node[239].veinsmobility,15.7269,0,27036.5,27214.5,305.389,652.896,177.5
RSUExampleScenario.node[418].veinsmobility,15.8478,0,27062,27214.5,275.817,636.645,152
RSUExampleScenario.node[444].veinsmobility,16.25,0,27066.5,27215,273.434,633.833,148
RSUExampleScenario.node[573].veinsmobility,16.25,0,27086,27215,250.754,667.183,128.5
RSUExampleScenario.node[136].veinsmobility,16.1689,0,27021.5,27215,504.229,1859.4,193
RSUExampleScenario.node[352].veinsmobility,16.25,0,27052.5,27215.5,340.357,1036.37,162.5
RSUExampleScenario.node[265].veinsmobility,16.25,-0.785814,27039.5,27216,317.949,664.937,176
RSUExampleScenario.node[259].veinsmobility,16.4221,-2.36911,27039,27216,347.408,1058.91,176.5
RSUExampleScenario.node[275].veinsmobility,16,0,27040.5,27216.5,411.616,1108.12,175.5
RSUExampleScenario.node[517].veinsmobility,16.25,0,27076,27216.5,317.295,1148.06,140
RSUExampleScenario.node[440].veinsmobility,15.85,0,27065.5,27217,275.03,647.391,151
RSUExampleScenario.node[447].veinsmobility,15.9444,0,27067,27217,271.767,657.155,149.5
RSUExampleScenario.node[670].veinsmobility,17.1,0,27097.5,27217,270.704,648.253,119
RSUExampleScenario.node[777].veinsmobility,15.9775,0,27113.5,27218.5,224.381,619.306,104.5
RSUExampleScenario.node[427].veinsmobility,20.2606,0,27063.5,27219,294.692,684.429,155
RSUExampleScenario.node[540].veinsmobility,16.027,0,27080.5,27219,256.597,620.346,138
RSUExampleScenario.node[1342].veinsmobility,8.39355,3.63613,27199,27219.5,39.7765,108.431,20
RSUExampleScenario.node[470].veinsmobility,15.4577,0,27070,27219.5,266.335,617.354,149
RSUExampleScenario.node[804].veinsmobility,15.954,0,27118.5,27220.5,224.849,652.106,101.5
RSUExampleScenario.node[96].veinsmobility,21.25,0,27016.5,27221,459.266,1440.04,204
RSUExampleScenario.node[917].veinsmobility,17.5,0,27135,27221,268.674,897.491,85.5
RSUExampleScenario.node[507].veinsmobility,15,0,27075,27221.5,257.585,639.613,146
RSUExampleScenario.node[522].veinsmobility,14.8554,0,27077,27221.5,245.893,650.217,144
RSUExampleScenario.node[819].veinsmobility,14.15,0,27120,27222,215.936,674.357,101.5
RSUExampleScenario.node[712].veinsmobility,15.85,0,27104.5,27222,256.833,641.79,117
RSUExampleScenario.node[132].veinsmobility,17.3804,0,27021,27222.5,432.14,1475.22,201
RSUExampleScenario.node[579].veinsmobility,19.452,-0.219116,27087,27222.5,290.147,686.836,135
RSUExampleScenario.node[863].veinsmobility,16.4144,0,27127,27222.5,269.625,878.626,95
RSUExampleScenario.node[629].veinsmobility,15.4637,0,27092.5,27223,251.696,654.221,130
RSUExampleScenario.node[515].veinsmobility,15.0404,0,27076,27223.5,264.412,662.456,147
RSUExampleScenario.node[489].veinsmobility,16.3914,0,27072.5,27223.5,335.585,1038.5,150.5
RSUExampleScenario.node[1036].veinsmobility,16.1546,1.36637,27153.5,27224,209.665,653.462,70
RSUExampleScenario.node[992].veinsmobility,16.25,1.86582,27146.5,27224,247.721,896.681,77
RSUExampleScenario.node[67].veinsmobility,23.7598,0,27012,27224.5,549.902,1523.43,212
RSUExampleScenario.node[1346].veinsmobility,7.56686,0,27199.5,27225,41.4066,110.033,25
RSUExampleScenario.node[569].veinsmobility,20.2,0,27085.5,27225,285.778,675.614,139
RSUExampleScenario.node[548].veinsmobility,15.3811,0,27081.5,27225,256.919,645.991,143
RSUExampleScenario.node[620].veinsmobility,15.5794,0,27092,27225,269.898,663.923,132.5
RSUExampleScenario.node[590].veinsmobility,16.25,0,27088.5,27225,283.641,1033.87,136
RSUExampleScenario.node[189].veinsmobility,21.25,0,27029,27225.5,490.954,1518.63,196
RSUExampleScenario.node[133].veinsmobility,15.85,0,27021.5,27226,421.092,1365.12,204
RSUExampleScenario.node[277].veinsmobility,15.3958,0,27041,27226,382.005,1158.71,184.5
RSUExampleScenario.node[1125].veinsmobility,16.4801,2.8237,27167.5,27226,169.258,636.934,58
RSUExampleScenario.node[741].veinsmobility,15.3892,-1.45706,27108,27226.5,243.585,615.408,118
RSUExampleScenario.node[56].veinsmobility,15.4239,0,27010.5,27227,423.265,1544.14,216
RSUExampleScenario.node[499].veinsmobility,15.8342,0,27074,27227,310.528,1045.37,152.5
RSUExampleScenario.node[188].veinsmobility,17.5531,0,27028.5,27227.5,444.122,1486.08,198.5
RSUExampleScenario.node[567].veinsmobility,15,0,27085,27227.5,260.553,671.434,142
RSUExampleScenario.node[849].veinsmobility,15.6531,-0.168968,27125.5,27228,153.004,260.139,102
RSUExampleScenario.node[206].veinsmobility,15.4383,0,27032,27228.5,415.147,1375.45,196
RSUExampleScenario.node[775].veinsmobility,15.696,0,27113,27228.5,249.085,657.382,115
RSUExampleScenario.node[869].veinsmobility,15,0,27128,27228.5,221.224,647.697,100
RSUExampleScenario.node[918].veinsmobility,19.202,0,27135.5,27229,239.825,688.213,93
RSUExampleScenario.node[581].veinsmobility,15.3911,0,27087,27229,262.749,661.288,141.5
RSUExampleScenario.node[1071].veinsmobility,15.7601,0,27160,27230,193.898,659.678,69.5
RSUExampleScenario.node[668].veinsmobility,15.4708,0,27097,27230.5,244.55,606.092,133
RSUExampleScenario.node[914].veinsmobility,15.5992,0,27135,27230.5,227.337,635.748,95
RSUExampleScenario.node[398].veinsmobility,16.2009,0,27058.5,27230.5,323.234,1008.11,171.5
RSUExampleScenario.node[244].veinsmobility,22.0484,0,27036.5,27231.5,433.112,1134.13,194.5
RSUExampleScenario.node[1150].veinsmobility,16.941,0.2,27171,27231.5,181.632,638.509,60
RSUExampleScenario.node[1089].veinsmobility,15.0597,3.5,27162,27232,205.673,905.844,69.5
RSUExampleScenario.node[431].veinsmobility,15.9572,0,27064.5,27232,316.343,1005.69,167
RSUExampleScenario.node[935].veinsmobility,15,0,27138,27233,225.166,640.54,94.5
RSUExampleScenario.node[645].veinsmobility,14.8526,0,27094.5,27233,257.767,651.571,138
